City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,faya-largeau,17.9257,19.1043,21.94,17,12,9.77,TD,1739003255
281,bereket,39.2446,55.5154,-0.23,93,100,1.69,TM,1739003257
282,siwa oasis,29.2041,25.5195,13.6,49,5,4.09,EG,1739003258
283,rouyn-noranda,48.2398,-79.0288,-10.95,73,100,2.06,CA,1739003201
284,robertsport,6.7533,-11.3686,25.17,88,72,2.38,LR,1739003261
285,iskateley,67.6803,53.1512,2.37,93,96,8.64,RU,1739003262
286,cromwell,41.5951,-72.6454,-3.34,65,100,1.97,US,1739003263
287,narvik,68.4384,17.4272,1.26,88,80,3.61,NO,1739003265
288,ban nam yuen,9.8769,98.8659,31.4,50,26,4.37,TH,1739003266
289,khandyga,62.6667,135.6,-39.82,100,25,0.82,RU,1739003267
290,trinidad,-14.8333,-64.9,22.53,98,100,1.09,BO,1739003268
291,hermanus,-34.4187,19.2345,22.67,67,11,7.51,ZA,1739003270
292,fale old settlement,-9.3852,-171.2468,28.71,75,100,6.79,TK,1739003271
293,haiku-pauwela,20.9219,-156.3051,19.59,74,9,3.58,US,1739003272
294,isna,25.2934,32.554,15.49,38,0,7.94,EG,1739003273
295,prince rupert,54.3161,-130.3201,-0.17,64,4,6.17,CA,1739003275
296,rujewa,-8.7,34.3833,23.79,80,95,1.4,TZ,1739003276
297,hasaki,35.7333,140.8333,8.12,32,72,9.48,JP,1739003277
298,constantia,44.1833,28.65,-2.39,79,100,8.27,RO,1739003222
299,vail,32.0479,-110.712,12.66,29,19,0.89,US,1739003280
300,carolina,18.3808,-65.9574,22.47,87,26,3.52,PR,1739003212
301,susuman,62.7833,148.1667,-38.73,97,15,0.4,RU,1739003056
302,luau,-10.7073,22.2247,20.87,88,100,0.98,AO,1739003283
303,afaahiti,-17.75,-149.2833,26.6,72,30,3.9,PF,1739003284
304,paracale,14.2804,122.7881,24.16,94,100,5.72,PH,1739003286
305,kirillov,59.863,38.3813,-5.26,93,96,1.39,RU,1739003287
306,nadi,-17.8,177.4167,28.0,78,40,3.6,FJ,1739003288
307,anatuya,-28.4606,-62.8347,26.65,57,0,2.8,AR,1739003289
308,meadow lakes,61.6247,-149.6011,-12.74,87,0,0.0,US,1739003290
309,soldanesti,47.8153,28.7967,-1.93,62,8,4.2,MD,1739003292
310,arraial do cabo,-22.9661,-42.0278,22.98,95,3,5.25,BR,1739003293
311,porbandar,21.6422,69.6093,30.99,30,89,1.54,IN,1739003294
312,gorontalo,0.5412,123.0595,30.88,68,40,2.88,ID,1739003295
313,oulmes,33.4258,-6.0014,5.51,60,0,1.33,MA,1739003298
314,aasiaat,68.7098,-52.8699,-28.55,91,23,5.21,GL,1739003299
315,bilmak,47.3624,36.6511,-3.59,55,0,7.99,UA,1739003300
316,coquimbo,-29.9533,-71.3436,15.85,100,0,2.57,CL,1739003156
317,huanggang,23.677,116.9996,15.42,49,28,6.09,CN,1739003302
318,kill devil hills,36.0307,-75.676,9.01,70,100,6.69,US,1739003304
319,enewetak,11.3474,162.3373,26.97,72,79,6.96,MH,1739003305
320,anchorage,61.2181,-149.9003,-6.19,86,0,1.54,US,1739003100
321,ishigaki,24.3448,124.1572,12.07,71,75,9.77,JP,1739003307
322,ziro,27.6333,93.8333,13.56,48,97,0.96,IN,1739003309
323,bakchar,57.0186,82.0711,-8.0,91,100,4.79,RU,1739003311
324,kapuskasing,49.4169,-82.4331,-11.95,79,100,3.09,CA,1739003054
325,la passe,45.5549,-0.8967,5.9,80,87,3.3,FR,1739003313
326,mount pearl,47.5166,-52.7813,0.08,93,100,4.12,CA,1739003314
327,gusinoozyorsk,51.2833,106.5,-22.5,96,85,1.11,RU,1739003315
328,kununurra,-15.7667,128.7333,25.99,94,100,0.51,AU,1739003317
329,ban houayxay,20.2453,100.4547,30.38,38,91,2.34,LA,1739003318
330,kone,-21.0595,164.8658,23.26,91,100,0.95,NC,1739003319
331,an nuhud,12.7,28.4333,24.33,14,13,9.79,SD,1739003320
332,ulundi,-28.3352,31.4162,28.02,60,13,3.22,ZA,1739003321
333,masterton,-40.9597,175.6575,15.05,87,0,1.09,NZ,1739003323
334,usogorsk,63.4106,48.6872,-2.46,96,98,2.57,RU,1739003324
335,ujae,8.9322,165.7642,27.31,79,98,7.49,MH,1739003325
336,saint-pierre,-21.3393,55.4781,32.82,62,0,10.29,RE,1739003326
337,ceeldheer,3.8488,47.1806,29.65,55,20,6.57,SO,1739003327
338,hailey,43.5196,-114.3153,-6.08,73,100,0.0,US,1739003328
339,colonia general alfredo stroessner,-25.3667,-55.7,20.3,97,2,1.68,PY,1739003330
340,sinabang,2.4803,96.3801,28.59,76,100,2.24,ID,1739003331
341,villa regina,-39.1,-67.0667,24.43,20,0,1.34,AR,1739003332
342,kotido,2.9806,34.1331,29.63,29,45,5.64,UG,1739003333
343,tubarjal,30.4999,38.216,8.69,44,8,7.46,SA,1739003334
344,utrik,11.2278,169.8474,26.39,78,56,7.37,MH,1739003335
345,enriquillo,17.9,-71.2333,21.89,88,9,4.65,DO,1739003337
346,katsuren-haebaru,26.3369,127.8719,13.21,54,75,7.2,JP,1739003338
347,umm kaddadah,13.6017,26.6876,22.33,15,8,9.85,SD,1739003339
348,haimen,23.1935,116.6142,13.59,61,33,8.67,CN,1739003340
349,polessk,54.862,21.1028,-0.6,73,15,7.15,RU,1739003341
350,walvis bay,-22.9575,14.5053,19.6,80,99,2.94,NA,1739003343
351,inonu,37.3167,33.7667,-4.25,82,92,1.07,TR,1739003345
352,taltal,-25.4,-70.4833,18.87,88,5,2.2,CL,1739003346
353,akrehamn,59.2667,5.1833,3.14,56,75,5.14,NO,1739003348
354,ballito,-29.539,31.2144,28.01,70,48,6.22,ZA,1739003349
355,ar ruways,24.1103,52.7306,19.62,74,99,6.27,AE,1739003350
356,pacific grove,36.6177,-121.9166,8.94,91,3,0.45,US,1739003351
357,mogok,22.9167,96.5,24.69,24,0,1.95,MM,1739003352
358,menaka,15.9182,2.4022,24.33,13,6,5.06,ML,1739003354
359,kruisfontein,-34.0033,24.7314,25.76,58,0,10.29,ZA,1739003355
360,luderitz,-26.6481,15.1594,21.81,69,43,6.9,NA,1739003356
361,alo,6.5486,4.2686,28.62,79,95,2.41,NG,1739003357
362,saudarkrokur,65.7461,-19.6394,-5.76,81,11,6.86,IS,1739003358
363,tual,-5.6667,132.75,28.22,83,100,8.15,ID,1739003359
364,dadukou,26.5479,101.7054,19.96,35,0,2.02,CN,1739003361
365,tokar,18.4254,37.729,23.35,62,100,6.95,SD,1739003362
366,akureyri,65.6835,-18.0878,-4.04,80,0,2.57,IS,1739003363
367,geraldton,-28.7667,114.6,28.23,65,20,6.17,AU,1739003364
368,tionk essil,12.7856,-16.5217,21.32,20,86,3.44,SN,1739003365
369,port hedland,-20.3167,118.5667,36.03,59,100,6.69,AU,1739003366
370,zyryanovsk,49.7386,84.2719,-14.49,91,69,0.48,KZ,1739003368
371,bantay,17.5847,120.3892,26.2,57,16,11.85,PH,1739003369
372,pandan,14.0453,124.1694,25.4,90,100,5.99,PH,1739003370
373,saint-philippe,-21.3585,55.7679,29.06,77,24,5.44,RE,1739003371
374,manay,7.215,126.5397,27.71,74,78,3.55,PH,1739003372
375,saint-georges,12.0564,-61.7485,24.82,83,20,9.26,GD,1739003104
376,ciudad melchor muzquiz,27.8833,-101.5167,20.27,63,0,0.82,MX,1739003375
377,ete,7.05,7.45,27.28,71,76,1.81,NG,1739003376
378,sao vicente,-23.9631,-46.3919,24.99,26,77,1.69,BR,1739003377
379,troitsko-pechorsk,62.7084,56.1964,-2.15,89,53,2.45,RU,1739003378
380,okakarara,-20.5833,17.4333,27.68,42,4,5.32,NA,1739003379
381,chaplygin,53.2432,39.9629,-6.38,82,5,3.1,RU,1739003381
382,kavieng,-2.5744,150.7967,28.61,73,99,5.34,PG,1739003382
383,hammerfest,70.6634,23.6821,6.25,56,0,3.09,NO,1739003383
384,guilford,36.0668,-79.7998,10.69,46,99,0.45,US,1739003384
385,nikolayevsk-on-amure,53.1406,140.73,-17.29,93,100,1.81,RU,1739003385
386,nosy varika,-20.5833,48.5333,29.39,70,98,2.72,MG,1739003388
387,qamdo,31.1667,97.2333,3.27,16,99,5.91,CN,1739003389
388,verkhnevilyuysk,63.4453,120.3167,-26.39,92,17,2.52,RU,1739003390
389,mogadishu,2.0371,45.3438,27.93,74,0,6.17,SO,1739003139
390,fortuna,40.5982,-124.1573,1.86,95,0,2.04,US,1739003394
391,zacoalco de torres,20.2333,-103.5833,14.99,76,0,0.42,MX,1739003395
392,settat,33.0007,-7.6204,8.2,69,0,1.42,MA,1739003397
393,xichang,27.8964,102.2634,14.17,44,10,0.88,CN,1739003398
394,rikaze,29.25,88.8833,8.81,7,6,1.37,CN,1739003315
395,remire-montjoly,4.9167,-52.2667,26.02,89,75,1.54,GF,1739003401
396,preobrazheniye,42.9019,133.9064,-5.09,60,14,2.31,RU,1739003403
397,murwara,23.85,80.4,28.3,8,51,3.56,IN,1739003404
398,koulikoro,14.0,-7.75,23.01,18,80,5.34,ML,1739003405
399,port saint john's,-31.6229,29.5448,31.03,60,5,2.92,ZA,1739003406
400,bokoro,12.3807,17.0568,31.0,12,88,4.98,TD,1739003407
401,matai,-8.3,31.5167,16.54,93,100,0.24,TZ,1739003408
402,east london,-33.0153,27.9116,30.66,51,0,2.91,ZA,1739003410
403,paulista florida,-21.6,-51.2,21.97,77,98,2.18,BR,1739003411
404,nova sintra,14.8667,-24.7167,21.94,66,22,7.43,CV,1739003412
405,al qadarif,14.0349,35.3834,28.2,30,0,6.1,SD,1739003242
406,alice springs,-23.7,133.8833,37.75,17,20,7.72,AU,1739003414
407,sokhumi,43.0033,41.0153,8.07,72,96,2.01,GE,1739003219
408,timimoun,29.2639,0.231,6.21,56,0,2.06,DZ,1739003417
409,keita,14.7551,5.7749,27.7,12,0,8.86,NE,1739003418
410,hola,51.5377,23.1902,-1.02,58,100,6.02,PL,1739003419
411,masaka,-0.3338,31.7341,31.7,27,56,1.36,UG,1739003420
412,san antonio oeste,-40.7319,-64.9477,21.54,53,1,5.07,AR,1739003221
413,saint-joseph,-21.3667,55.6167,32.21,76,28,6.4,RE,1739003422
414,alotau,-10.3069,150.4462,25.98,91,82,2.31,PG,1739003424
415,kangding,30.0513,101.9603,4.74,68,100,1.55,CN,1739003425
416,severnoye,56.3491,78.3619,-7.0,94,100,6.24,RU,1739003426
417,arkhangel'sk,64.5401,40.5433,-2.94,100,100,3.0,RU,1739003427
418,borgo valsugana,46.0514,11.4544,5.67,75,51,0.17,IT,1739003428
419,ploudalmezeau,48.5333,-4.65,5.05,78,75,3.09,FR,1739003430
420,howrah,22.5892,88.3103,26.0,31,3,3.6,IN,1739003431
421,rengo,-34.4167,-70.8667,18.47,51,5,1.22,CL,1739003139
422,otan ayegbaju,7.9475,4.7871,28.86,60,55,1.95,NG,1739003433
423,terrace,54.5163,-128.6035,-10.05,85,0,4.12,CA,1739003434
424,spring creek,40.7266,-115.5859,-2.38,77,56,3.8,US,1739003432
425,male,4.1748,73.5089,31.97,66,40,8.23,MV,1739003437
426,todos santos,23.45,-110.2167,16.92,61,5,0.7,MX,1739003438
427,muisne,0.6,-80.0333,24.16,91,100,1.51,EC,1739003439
428,grand falls-windsor,48.9332,-55.6649,-4.72,75,22,1.34,CA,1739003440
429,taghazout,30.5426,-9.7112,15.09,39,0,0.64,MA,1739003441
430,hualien city,23.9769,121.6044,11.85,81,100,4.49,TW,1739003443
431,belgrade,44.804,20.4651,1.88,54,0,8.75,RS,1739002964
432,suva,-18.1416,178.4415,26.71,89,75,1.54,FJ,1739003445
433,nizhniy odes,63.6445,54.856,-0.68,93,48,4.05,RU,1739003446
434,suwalki,54.1118,22.9309,-1.33,62,6,5.93,PL,1739003447
435,socastee,33.6835,-78.9984,15.61,92,0,0.0,US,1739003448
436,zhob,31.3411,69.4481,15.62,24,79,1.35,PK,1739003450
437,polyarnyy,69.1989,33.4478,-3.86,93,59,4.91,RU,1739003451
438,youghal,51.95,-7.8506,0.36,91,57,2.81,IE,1739003310
439,yigo village,13.5361,144.8886,27.62,73,40,5.14,GU,1739003453
440,brush,40.2589,-103.6238,-2.43,100,100,7.72,US,1739003398
441,puerto santa,-8.9906,-78.6456,21.92,85,100,3.28,PE,1739003455
442,nemuro,43.3236,145.575,-1.48,75,97,12.25,JP,1739003457
443,uray,60.1247,64.7758,-2.26,87,52,5.04,RU,1739003458
444,borongan,11.6333,125.4333,26.38,81,82,3.1,PH,1739003459
445,sitia,35.2,26.0986,10.02,68,93,10.64,GR,1739003460
446,sandnessjoen,66.0217,12.6316,2.28,62,54,10.53,NO,1739003461
447,dawson creek,55.7666,-120.2362,-27.2,76,0,0.0,CA,1739003343
448,cockburn town,21.4612,-71.1419,24.97,74,6,8.17,TC,1739003464
449,talcahuano,-36.7167,-73.1167,13.82,82,0,2.57,CL,1739003465
450,sabang,5.8933,95.3214,27.95,76,5,8.62,ID,1739003466
451,ararat,39.8317,44.7049,3.27,43,100,2.43,AM,1739003468
452,reggane,26.7158,0.1714,14.57,39,0,6.37,DZ,1739003469
453,mahina,-17.5065,-149.489,25.87,78,0,1.03,PF,1739003470
454,can,40.0333,27.0524,1.13,92,100,5.32,TR,1739003471
455,bel ombre,-4.6167,55.4167,26.91,89,75,6.69,SC,1739003472
456,zvishavane,-20.3267,30.0665,23.31,70,100,3.5,ZW,1739003474
457,kulittalai,10.9167,78.4167,32.82,35,28,6.06,IN,1739003475
458,ardabil,38.2498,48.2933,-5.25,86,75,10.8,IR,1739003476
459,ranau,5.9538,116.6641,23.82,90,100,0.5,MY,1739003477
460,takanabe,32.1333,131.5,5.94,42,2,3.82,JP,1739003478
461,vila velha,-20.3297,-40.2925,21.97,100,0,1.03,BR,1739003254
462,san giovanni in fiore,39.2633,16.6996,3.92,96,100,2.29,IT,1739003481
463,mahibadhoo,3.7833,72.9667,27.67,74,16,6.32,MV,1739003482
464,vicam,27.6333,-110.2833,16.93,39,0,0.18,MX,1739003484
465,mikhaylov,54.2292,39.0186,-4.51,71,7,2.67,RU,1739003485
466,trairi,-3.2778,-39.2689,23.4,93,83,2.48,BR,1739003440
467,danjiangkou,32.5428,111.5086,3.8,23,100,2.69,CN,1739003488
468,tangalle,6.024,80.7911,30.69,50,71,5.56,LK,1739003489
469,maumere,-8.6199,122.2111,28.36,80,100,4.04,ID,1739003490
470,piti village,13.4626,144.6933,28.49,70,0,4.12,GU,1739003491
471,el calafate,-50.3408,-72.2768,5.41,79,23,3.32,AR,1739003492
472,tobelo,1.7284,128.0095,28.89,74,100,4.27,ID,1739003494
473,villa emilio carranza,19.9667,-96.6,22.23,84,0,2.43,MX,1739003495
474,aras-asan,8.8908,126.3033,27.16,81,90,2.51,PH,1739003496
475,tamazulapam villa del progreso,17.6806,-97.5689,9.83,95,3,2.99,MX,1739003497
476,lerwick,60.1545,-1.1494,5.17,76,89,9.18,GB,1739003498
477,urengoy,65.9667,78.3667,-2.5,94,100,10.92,RU,1739003499
478,kalmunai,7.4167,81.8167,28.16,65,85,6.86,LK,1739003501
479,atabey,37.9508,30.6386,2.79,67,80,5.07,TR,1739003502
480,sinop,41.7711,34.8709,0.38,89,100,1.77,TR,1739003503
481,kharabali,47.4196,47.2568,-1.46,43,0,6.86,RU,1739003504
482,midvagur,62.0511,-7.1939,5.46,75,75,6.69,FO,1739003505
483,bannockburn,56.0898,-3.9109,1.86,93,86,2.72,GB,1739003506
484,laurel,39.0993,-76.8483,0.33,72,0,0.0,US,1739003339
485,amos,48.5669,-78.1162,-25.12,100,97,1.64,CA,1739003509
486,segou,13.4317,-6.2157,24.15,18,8,5.73,ML,1739003510
487,carauari,-4.8828,-66.8958,21.44,100,90,1.08,BR,1739003511
488,shushtar,32.0455,48.8567,16.54,32,1,1.81,IR,1739003512
489,hudson,40.7168,-74.0663,-2.0,45,0,4.63,US,1739003514
490,mount isa,-20.7333,139.5,26.87,83,20,3.09,AU,1739003515
491,paramonga,-10.6667,-77.8333,22.04,87,88,1.81,PE,1739003516
492,basco,20.4487,121.9702,19.27,76,100,15.5,PH,1739003517
493,rio san juan,19.6439,-70.0763,23.27,82,71,3.78,DO,1739003518
494,dikili,39.071,26.8902,6.9,69,94,7.59,TR,1739003519
495,halabjah,35.1778,45.9861,6.97,41,100,1.83,IQ,1739003521
496,linden,6.0,-58.3,21.59,99,99,1.08,GY,1739003413
497,mbandaka,0.0487,18.2603,31.23,48,65,1.74,CD,1739003523
498,la'ie,21.6477,-157.9253,22.98,76,13,3.13,US,1739003524
499,lib,8.3122,167.3766,27.46,79,72,7.82,MH,1739003525
500,fort bragg,35.139,-79.006,13.91,46,100,3.6,US,1739003526
501,djougou,9.7085,1.666,30.0,12,15,2.47,BJ,1739003528
502,durban,-29.8579,31.0292,28.47,73,17,7.47,ZA,1739003409
503,kitimat,54.0524,-128.6534,-9.35,86,5,1.18,CA,1739003530
504,stephenville,32.2207,-98.2023,18.07,88,0,3.6,US,1739003531
505,sao jose da coroa grande,-8.8978,-35.1478,24.31,78,81,0.8,BR,1739003532
506,jiazi,22.8779,116.067,15.48,55,6,8.25,CN,1739003534
507,taoudenni,22.6783,-3.9836,15.84,28,0,8.45,ML,1739003535
508,chibougamau,49.9168,-74.3659,-16.21,85,100,3.6,CA,1739003536
509,gufeng,26.9083,118.9819,4.76,49,16,1.15,CN,1739003537
510,la ronge,55.1001,-105.2842,-23.86,84,20,1.54,CA,1739003538
511,brookings,44.3114,-96.7984,-4.9,81,100,5.66,US,1739003403
512,yanchep,-31.55,115.6833,30.33,45,0,4.54,AU,1739003541
513,new kingman-butler,35.265,-114.0323,10.94,71,0,3.6,US,1739003542
514,baglung,28.2719,83.5898,21.89,20,2,3.6,NP,1739003543
515,montepuez,-13.1256,38.9997,26.06,81,99,3.16,MZ,1739003544
516,fort st. john,56.2499,-120.8529,-24.06,77,0,2.57,CA,1739003545
517,morehead city,34.7229,-76.726,12.22,83,100,4.63,US,1739003546
518,abha,18.2164,42.5053,19.14,18,0,6.69,SA,1739003393
519,cabedelo,-6.9811,-34.8339,22.37,80,33,3.14,BR,1739003549
520,mendoza,-32.8908,-68.8272,26.74,65,0,2.57,AR,1739003165
521,benguela,-12.5763,13.4055,27.81,70,100,1.25,AO,1739003551
522,constitucion,-35.3333,-72.4167,15.58,63,10,2.71,CL,1739003552
523,nelson bay,-32.7167,152.15,26.16,80,48,5.36,AU,1739003554
524,novaya igirma,57.1334,103.9112,-15.31,92,100,2.12,RU,1739003555
525,pyhajarvi,67.0701,27.2176,-1.66,89,100,5.3,FI,1739003556
526,cueramaro,20.6167,-101.7167,9.77,56,0,1.63,MX,1739003557
527,alta,69.9689,23.2717,5.59,65,100,3.09,NO,1739003558
528,pudasjarvi,65.3833,26.9167,-1.92,90,100,4.18,FI,1739003559
529,glace bay,46.1969,-59.957,-4.75,75,75,5.36,CA,1739003561
530,sale,34.0389,-6.8166,11.38,93,75,3.09,MA,1739003562
531,carupano,10.6678,-63.2585,23.11,90,100,3.18,VE,1739003563
532,namibe,-15.1961,12.1522,26.01,74,100,0.73,AO,1739003565
533,ciudad lazaro cardenas,17.9583,-102.2,22.36,92,3,1.61,MX,1739003394
534,carutapera,-1.195,-46.02,23.85,95,83,1.54,BR,1739003568
535,selibaby,15.159,-12.1829,21.82,16,1,8.11,MR,1739003569
536,floro,61.5996,5.0328,3.98,56,40,7.2,NO,1739003570
537,villarrica,-25.75,-56.4333,21.37,93,0,1.16,PY,1739003571
538,wajir,1.7471,40.0573,29.98,48,0,3.6,KE,1739003572
539,harstad,68.799,16.5293,3.42,65,90,3.64,NO,1739003574
540,beau vallon,-20.4189,57.6953,29.13,79,75,4.63,MU,1739003575
541,sirte,31.2089,16.5887,16.25,44,53,9.34,LY,1739003576
542,nuporanga,-20.7308,-47.7306,17.89,86,0,2.23,BR,1739003577
543,willowmore,-33.2926,23.4895,31.36,37,34,6.44,ZA,1739003578
544,marovoay,-16.1,46.6333,32.66,60,97,0.62,MG,1739003579
545,wyndham,37.6985,-77.6125,4.88,66,100,0.89,US,1739003580
546,fort william,56.8165,-5.1121,1.84,84,7,1.57,GB,1739003388
547,kapadvanj,23.0167,73.0667,31.9,18,63,3.29,IN,1739003583
548,inhambane,-23.865,35.3833,29.99,74,75,2.57,MZ,1739003584
549,puerto deseado,-47.7503,-65.8938,9.65,71,7,13.0,AR,1739003585
550,sutherlin,43.3901,-123.3126,1.54,23,40,0.0,US,1739003586
551,diamante,-32.0664,-60.6384,22.86,41,0,3.94,AR,1739003587
552,dudinka,69.4058,86.1778,-10.03,93,100,13.14,RU,1739003589
553,hangu,39.2489,117.7892,-3.3,17,0,4.79,CN,1739003590
554,kamina,-8.7386,24.9906,22.92,82,85,2.0,CD,1739003591
555,ocean shores,46.9737,-124.1563,2.79,92,100,3.6,US,1739003592
556,westport,41.1415,-73.3579,-2.77,57,0,3.6,US,1739003407
557,howard springs,-12.497,131.047,28.95,94,100,5.01,AU,1739003594
558,nova granada,-20.5339,-49.3142,19.78,93,69,2.31,BR,1739003596
559,revda,56.801,59.9303,-5.52,91,96,5.15,RU,1739003597
560,babu,24.4167,111.5167,10.5,44,100,2.3,CN,1739003598
